:ID#,:LABEL#,name
Q28371440#Sequence Variant#genetic variant
Q28444966#Sequence Variant#genetic variant
Q28445004#Sequence Variant#genetic variant
Q28445063#Sequence Variant#genetic variant
Q28445091#Sequence Variant#genetic variant
Q28445106#Sequence Variant#genetic variant
Q28445111#Sequence Variant#genetic variant
Q28445118#Sequence Variant#genetic variant
Q28445131#Sequence Variant#genetic variant
Q28445132#Sequence Variant#genetic variant
Q28445174#Sequence Variant#genetic variant
Q28445192#Sequence Variant#genetic variant
Q28445193#Sequence Variant#genetic variant
Q28445229#Sequence Variant#genetic variant
Q28599628#Sequence Variant#genetic variant
Q29016913#Sequence Variant#Pathogenic variant in the NGLY1 gene
Q29938048#Sequence Variant#genetic variant
Q29938331#Sequence Variant#genetic variant
Q29938348#Sequence Variant#genetic variant
Q29938352#Sequence Variant#genetic variant
Q29938423#Sequence Variant#genetic variant
Q29938429#Sequence Variant#genetic variant
Q29938487#Sequence Variant#genetic variant
Q29938489#Sequence Variant#genetic variant
Q29938527#Sequence Variant#genetic variant
Q29938574#Sequence Variant#genetic variant
Q29938644#Sequence Variant#genetic variant
Q29938655#Sequence Variant#genetic variant
Q29938724#Sequence Variant#genetic variant
Q29938740#Sequence Variant#genetic variant
Q29938748#Sequence Variant#genetic variant
Q29938780#Sequence Variant#genetic variant
Q29938803#Sequence Variant#genetic variant
Q29938805#Sequence Variant#genetic variant
Q32948502#Sequence Variant#genetic variant
Q32949000#Sequence Variant#genetic variant
Q32949015#Sequence Variant#genetic variant
Q32964746#Sequence Variant#genetic variant
Q32964772#Sequence Variant#genetic variant
Q32964782#Sequence Variant#genetic variant
Q32964789#Sequence Variant#genetic variant
Q32964811#Sequence Variant#genetic variant
Q32964835#Sequence Variant#genetic variant
Q32964848#Sequence Variant#genetic variant
Q32964855#Sequence Variant#genetic variant
Q32964869#Sequence Variant#genetic variant
Q32964877#Sequence Variant#genetic variant
Q32964970#Sequence Variant#genetic variant
Q32965086#Sequence Variant#genetic variant
Q32965105#Sequence Variant#genetic variant
Q32965182#Sequence Variant#genetic variant
Q32965201#Sequence Variant#genetic variant
Q32965242#Sequence Variant#genetic variant
Q32965259#Sequence Variant#genetic variant
Q32965263#Sequence Variant#genetic variant
Q32965269#Sequence Variant#genetic variant
Q32965273#Sequence Variant#genetic variant
Q32965299#Sequence Variant#genetic variant
Q32965345#Sequence Variant#genetic variant
Q32965359#Sequence Variant#genetic variant
Q32965400#Sequence Variant#genetic variant
Q32965405#Sequence Variant#genetic variant
Q32965411#Sequence Variant#genetic variant
Q32965417#Sequence Variant#genetic variant
Q32965432#Sequence Variant#genetic variant
Q32965478#Sequence Variant#genetic variant
Q32965526#Sequence Variant#genetic variant
Q32965561#Sequence Variant#genetic variant
Q32965591#Sequence Variant#genetic variant
Q32965639#Sequence Variant#genetic variant
Q32965661#Sequence Variant#genetic variant
Q32965759#Sequence Variant#genetic variant
Q38152933#Sequence Variant#genetic variant
Q38153113#Sequence Variant#genetic variant
Q38153131#Sequence Variant#genetic variant
Q38153141#Sequence Variant#genetic variant
Q38153147#Sequence Variant#genetic variant
Q38153154#Sequence Variant#genetic variant
Q38153275#Sequence Variant#genetic variant
Q38153317#Sequence Variant#genetic variant
